Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment, Day 
store 6,4/22/2011,1639358.93,non holiday,,3.807,217.0146941,6.855, Friday 
store 6,4/29/2011,1479249.9,non holiday,75.27,3.81,217.1847255,6.855, Friday 
store 6,6/5/2011,1504651.57,non holiday,,3.906,217.3547569,6.855, Sunday 
store 6,5/13/2011,1453185.65,non holiday,76.95,3.899,217.5247882,6.855, Friday 
store 6,5/20/2011,1382783.83,non holiday,72.01,3.907,217.2896095,6.855, Friday 
store 6,5/27/2011,1523979.11,non holiday,80.83,3.786,217.0544307,6.855, Friday 
store 6,3/6/2011,1705506.29,non holiday,84.01,3.699,216.819252,6.855, Sunday 
store 6,10/6/2011,1598643.65,non holiday,84.49,3.648,216.5840732,6.855, Thursday 
store 6,6/17/2011,1622150.33,non holiday,87.08,3.637,216.5371616,6.855, Friday 
store 6,6/24/2011,1543365.9,non holiday,85.51,3.594,216.6314502,6.855, Friday 
store 6,1/7/2011,1694551.15,non holiday,87,3.524,216.7257388,6.925, Friday 
store 6,8/7/2011,1709373.62,non holiday,88.36,3.48,216.8200275,6.925, Sunday 
store 6,7/15/2011,1526801.24,non holiday,,3.575,216.9044732,6.925, Friday 
store 6,7/22/2011,1526506.08,non holiday,88.06,3.651,216.964312,6.925, Friday 
store 6,7/29/2011,1483991.05,non holiday,90.22,3.682,217.0241507,6.925, Friday 
store 6,5/8/2011,1601584.57,non holiday,91.46,3.684,217.0839894,6.925, Sunday 
store 6,12/8/2011,1484995.38,non holiday,90.49,3.638,217.1438281,6.925, Thursday 
store 6,8/19/2011,1493544.04,non holiday,89.26,3.554,217.2069662,6.925, Friday 
store 6,8/26/2011,1420405.41,non holiday,90.07,3.523,217.2706543,6.925, Friday 
store 6,2/9/2011,1481618.74,non holiday,,3.533,217.3343423,6.925, Wednesday 
store 6,9/9/2011,1483574.38,holiday,80.21,3.546,217.3980304,6.925, Friday 
store 6,9/16/2011,1351407.79,non holiday,84.94,3.526,217.5797506,6.925, Friday 
store 6,9/23/2011,1336044.75,non holiday,78.49,3.467,217.9188471,6.925, Friday 
store 6,9/30/2011,1307551.92,non holiday,82.51,3.355,218.2579435,6.925, Friday 
store 6,7/10/2011,1481739.2,non holiday,74.1,3.285,218.59704,6.551, Sunday 
store 6,10/14/2011,1386520.99,non holiday,71.24,3.274,218.9109844,6.551, Friday 
store 6,10/21/2011,1417922.37,non holiday,68.53,3.353,219.0740167,6.551, Friday 
store 6,10/28/2011,1419445.12,non holiday,69.51,3.372,219.237049,6.551, Friday 
store 6,4/11/2011,1523420.38,non holiday,,,219.4000812,6.551, Monday 
store 6,11/11/2011,1536176.54,non holiday,61.33,3.297,219.5631135,6.551, Friday 
store 6,11/18/2011,1524390.07,non holiday,63.89,3.308,219.7897137,6.551, Friday 
store 6,11/25/2011,2249811.55,holiday,62.78,3.236,220.0417412,6.551, Friday 
store 6,2/12/2011,1688531.34,non holiday,,3.172,220.2937686,6.551, Saturday 
store 6,9/12/2011,1903385.14,non holiday,43.64,3.158,220.5457961,6.551, Monday 
store 6,12/16/2011,2034695.56,non holiday,,3.159,220.7671856,6.551, Friday 
store 6,12/23/2011,2644633.02,non holiday,,3.112,220.9477245,6.551, Friday 
store 6,12/30/2011,1598080.52,holiday,46.8,,221.1282634,6.551, Friday 
store 6,6/1/2012,1395339.71,non holiday,50.82,3.157,221.3088023,6.132, Friday 
store 6,1/13/2012,1344243.17,non holiday,48.33,3.261,221.4893412,6.132, Friday 
store 6,1/20/2012,1326255.7,non holiday,55.37,3.268,221.5831306,6.132, Friday 
store 6,1/27/2012,1315610.66,non holiday,53.95,3.29,221.6769199,6.132, Friday 
store 6,3/2/2012,1496305.78,non holiday,57.45,3.36,221.7707093,6.132, Friday 
store 6,10/2/2012,1620603.92,holiday,,3.409,221.8644987,6.132, Tuesday 
store 6,2/17/2012,1632616.09,non holiday,49.03,,222.026359,6.132, Friday 
store 6,2/24/2012,1465187.71,non holiday,59.17,3.555,222.2392726,6.132, Friday 
store 6,2/3/2012,1550385.65,non holiday,60.32,3.63,222.4521862,6.132, Friday 
store 6,9/3/2012,1569304.4,non holiday,57.89,3.669,222.6650998,6.132, Monday 
store 6,3/16/2012,1748010.29,non holiday,62.8,3.734,222.8186603,6.132, Friday 
store 6,3/23/2012,1495143.62,non holiday,,3.787,222.8930835,, Friday 
store 6,3/30/2012,1508933.26,non holiday,67.91,3.845,222.9675066,6.132, Friday 
store 6,6/4/2012,1840131.19,non holiday,71.6,3.891,223.0419298,5.964, Monday 
store 6,4/13/2012,1616394.45,non holiday,71.29,3.891,,5.964, Friday 
store 6,4/20/2012,1456073.24,non holiday,,3.877,223.17092,5.964, Friday 
store 6,4/27/2012,1456221.1,non holiday,71.5,3.814,223.2254871,5.964, Friday 
store 6,4/5/2012,1543461.12,non holiday,77.66,3.749,223.2800541,5.964, Thursday 
store 6,11/5/2012,1517075.67,non holiday,72.66,3.688,223.3346212,5.964, Monday 
store 6,5/18/2012,1513635.64,non holiday,70.5,3.63,223.3511928,5.964, Friday 
store 6,5/25/2012,1603793.42,non holiday,78.47,3.561,223.3525662,5.964, Friday 
store 6,1/6/2012,1681121.38,non holiday,,3.501,223.3539397,5.964, Friday 
store 6,8/6/2012,1696619.52,non holiday,80.5,3.452,223.3553131,5.964, Monday 
store 6,6/15/2012,1642247.48,non holiday,82.1,3.393,223.3680933,5.964, Friday 
store 6,6/22/2012,1618272.25,non holiday,81.2,3.346,223.4093906,5.964, Friday 
store 6,6/29/2012,1648863.46,non holiday,87.35,3.286,223.4506878,5.964, Friday 
store 6,6/7/2012,1876359.39,non holiday,82.95,3.227,223.4919851,5.668, Thursday 
store 6,7/13/2012,1588142.26,non holiday,,3.256,223.5332824,5.668, Friday 
store 6,7/20/2012,1574361.97,non holiday,81.57,,223.5424501,5.668, Friday 
store 6,7/27/2012,1513229.16,non holiday,85.78,3.407,223.5516178,5.668, Friday 
store 6,3/8/2012,1627274.93,non holiday,87.55,3.417,223.5607856,5.668, Thursday 
store 6,10/8/2012,1588380.73,non holiday,87.04,3.494,223.5699533,5.668, Monday 
store 6,8/17/2012,1543049.52,non holiday,87.53,3.571,223.6510224,5.668, Friday 
store 6,8/24/2012,1501095.49,non holiday,79.03,3.62,223.7860175,5.668, Friday 
store 6,8/31/2012,1577439.81,non holiday,83.58,3.638,223.9210125,5.668, Friday 
store 6,7/9/2012,1608077.01,holiday,86.33,3.73,224.0560076,5.668, Monday 
store 6,9/14/2012,1375166.86,non holiday,76.41,3.717,224.2004678,5.668, Friday 
store 6,9/21/2012,1425603.65,non holiday,70.81,3.721,224.4017192,5.668, Friday 
store 6,9/28/2012,1369131.46,non holiday,77.82,3.666,224.6029706,5.668, Friday 
store 6,5/10/2012,1518177.71,non holiday,70.84,3.617,224.804222,5.329, Thursday 
store 6,12/10/2012,1459396.84,non holiday,65.43,3.601,225.0054733,5.329, Monday 
store 6,10/19/2012,1436883.99,non holiday,69.68,3.594,225.0501013,5.329, Friday 
store 6,10/26/2012,1431426.34,non holiday,72.34,3.506,225.0686254,5.329, Friday 
store 7,5/2/2010,496725.44,non holiday,10.53,2.58,189.3816974,9.014, Sunday 
store 7,12/2/2010,524104.92,holiday,25.9,2.572,189.4642725,9.014, Thursday 
store 7,2/19/2010,506760.54,non holiday,,2.55,189.5340998,9.014, Friday 
store 7,2/26/2010,496083.24,non holiday,,2.586,189.6018023,9.014, Friday 
store 7,5/3/2010,491419.55,non holiday,,2.62,189.6695049,9.014, Monday 
store 7,12/3/2010,480452.1,non holiday,27.25,2.684,189.7372075,9.014, Friday 
store 7,3/19/2010,574450.23,non holiday,29.04,2.692,189.734262,9.014, Friday 
store 7,3/26/2010,514731.6,non holiday,23.33,2.717,189.7195417,9.014, Friday 
store 7,2/4/2010,561145.14,non holiday,38.26,2.725,189.7048215,8.963, Thursday 
store 7,9/4/2010,484263.25,non holiday,33.79,2.75,189.6901012,8.963, Saturday 
store 7,4/16/2010,406228.19,non holiday,,2.765,189.6628845,8.963, Friday 
store 7,4/23/2010,404751.25,non holiday,43.07,2.776,189.6190057,8.963, Friday 
store 7,4/30/2010,373655.61,non holiday,38.99,2.766,189.575127,8.963, Friday 
store 7,7/5/2010,395453.83,non holiday,40.07,2.771,189.5312483,8.963, Monday 
store 7,5/14/2010,372673.61,non holiday,41.41,2.788,189.4904116,8.963, Friday 
store 7,5/21/2010,395195.65,non holiday,46.6,2.776,189.467827,8.963, Friday 
store 7,5/28/2010,442734.55,non holiday,54.24,2.737,189.4452425,8.963, Friday 
store 7,4/6/2010,509183.22,non holiday,,2.7,189.422658,8.963, Tuesday 
store 7,11/6/2010,498580.87,non holiday,63.59,2.684,189.4000734,8.963, Saturday 
store 7,6/18/2010,481144.09,non holiday,52.7,2.674,189.4185259,8.963, Friday 
store 7,6/25/2010,553714.87,non holiday,59.94,2.715,189.4533931,8.963, Friday 
store 7,2/7/2010,575570.77,non holiday,61.31,2.728,189.4882603,9.017, Sunday 
store 7,9/7/2010,593462.34,non holiday,58,2.711,189.5231276,9.017, Tuesday 
store 7,7/16/2010,557166.35,non holiday,62.19,2.699,189.6125456,9.017, Friday 
store 7,7/23/2010,570231.21,non holiday,64.64,2.691,189.774698,9.017, Friday 
store 7,7/30/2010,603547.16,non holiday,66.07,2.69,189.9368504,9.017, Friday 
store 7,6/8/2010,643854.17,non holiday,61.7,2.69,190.0990028,9.017, Tuesday 
store 7,8/13/2010,598185.4,non holiday,60.13,2.723,190.2611552,9.017, Friday 
store 7,8/20/2010,582353.17,non holiday,59.59,2.732,190.2948237,9.017, Friday 
store 7,8/27/2010,554309.24,non holiday,57.57,2.731,190.3284922,9.017, Friday 
store 7,3/9/2010,532765.05,non holiday,49.84,2.773,190.3621607,9.017, Tuesday 
store 7,10/9/2010,535769.32,holiday,48.5,2.78,190.3958293,9.017, Saturday 
store 7,9/17/2010,489408.53,non holiday,48.56,2.8,190.4688287,9.017, Friday 
store 7,9/24/2010,488008.83,non holiday,47.55,2.793,190.5713264,9.017, Friday 
store 7,1/10/2010,448998.73,non holiday,49.99,2.759,190.6738241,9.137, Sunday 
store 7,8/10/2010,480239.88,non holiday,44.13,2.745,190.7763218,9.137, Tuesday 
store 7,10/15/2010,463370.48,non holiday,,2.762,190.8623087,9.137, Friday 
store 7,10/22/2010,472450.81,non holiday,36.84,2.762,190.9070184,9.137, Friday 
store 7,10/29/2010,465493.15,non holiday,34.78,2.748,190.951728,9.137, Friday 
store 7,5/11/2010,480512.44,non holiday,49.44,2.729,190.9964377,9.137, Tuesday 
store 7,12/11/2010,507584.29,non holiday,22.12,2.737,191.0411474,9.137, Saturday 
store 7,11/19/2010,482528.36,non holiday,25.56,,191.0312172,9.137, Friday 
store 7,11/26/2010,835189.26,holiday,17.95,2.742,191.0121805,9.137, Friday 
store 7,3/12/2010,552811.62,non holiday,21.88,2.712,190.9931437,9.137, Friday 
store 7,10/12/2010,599730.07,non holiday,24.24,2.728,190.9741069,9.137, Tuesday 
store 7,12/17/2010,716388.81,non holiday,20.74,2.778,191.0303376,9.137, Friday 
store 7,12/24/2010,1045124.88,non holiday,26.04,2.781,191.1430189,9.137, Friday 
store 7,12/31/2010,729572.08,holiday,13.76,2.829,191.2557002,9.137, Friday 
store 7,7/1/2011,661163.94,non holiday,10.09,2.882,191.3683815,8.818, Friday 
store 7,1/14/2011,547384.9,non holiday,11.32,2.911,191.4784939,8.818, Friday 
store 7,1/21/2011,521539.46,non holiday,25.4,2.973,191.5731924,8.818, Friday 
store 7,1/28/2011,513372.17,non holiday,10.11,3.008,191.667891,8.818, Friday 
store 7,4/2/2011,558027.77,non holiday,-2.06,3.011,191.7625895,8.818, Saturday 
store 7,11/2/2011,559903.13,holiday,,3.037,191.8572881,8.818, Wednesday 
store 7,2/18/2011,572387.47,non holiday,17.3,3.051,191.9178331,8.818, Friday 
store 7,2/25/2011,546690.84,non holiday,17.46,3.101,191.9647167,8.818, Friday 
store 7,4/3/2011,551378.39,non holiday,21.84,3.232,192.0116004,8.818, Sunday 
store 7,11/3/2011,558963.83,non holiday,20.7,3.372,192.058484,8.818, Thursday 
store 7,3/18/2011,635014.69,non holiday,27.69,3.406,192.1237981,8.818, Friday 
store 7,3/25/2011,559061.58,non holiday,25.69,3.414,192.1964844,8.818, Friday 
store 7,1/4/2011,513409.67,non holiday,24.83,3.461,192.2691707,8.595, Tuesday 
store 7,8/4/2011,500552.16,non holiday,30.64,3.532,192.3418571,8.595, Thursday 
store 7,4/15/2011,423380.14,non holiday,27.79,3.611,192.4225954,8.595, Friday 
store 7,4/22/2011,466594.89,non holiday,31.84,3.636,192.5234638,8.595, Friday 
store 7,4/29/2011,410429.73,non holiday,26.79,3.663,192.6243322,8.595, Friday 
store 7,6/5/2011,407012.47,non holiday,26.54,3.735,192.7252006,8.595, Sunday 
store 7,5/13/2011,414094.05,non holiday,36.61,3.767,192.826069,8.595, Friday 
store 7,5/20/2011,424670.98,non holiday,36.16,3.828,192.831317,8.595, Friday 
store 7,5/27/2011,457216.87,non holiday,37.51,3.795,192.8365651,8.595, Friday 
store 7,3/6/2011,542295.37,non holiday,45.77,3.763,192.8418131,8.595, Sunday 
store 7,10/6/2011,621099.95,non holiday,53.3,,192.8470612,8.595, Thursday 
store 7,6/17/2011,610991.35,non holiday,48.79,3.697,192.9034759,8.595, Friday 
store 7,6/24/2011,640043.97,non holiday,46.85,3.661,192.9982655,8.595, Friday 
store 7,1/7/2011,704344.21,non holiday,58.54,3.597,193.0930552,8.622, Friday 
store 7,8/7/2011,761793.94,non holiday,,3.54,193.1878448,8.622, Sunday 
store 7,7/15/2011,642748.21,non holiday,,3.532,193.3125484,8.622, Friday 
store 7,7/22/2011,688043.96,non holiday,56.22,3.545,193.5120367,8.622, Friday 
store 7,7/29/2011,653382.62,non holiday,56.66,3.547,193.711525,8.622, Friday 
store 7,5/8/2011,695392.84,non holiday,55.91,3.554,193.9110133,8.622, Sunday 
store 7,12/8/2011,670670.46,non holiday,54.56,3.542,194.1105017,8.622, Thursday 
store 7,8/19/2011,645156.21,non holiday,56.06,3.499,194.2500634,8.622, Friday 
store 7,8/26/2011,629994.47,non holiday,57.6,3.485,194.3796374,8.622, Friday 
store 7,2/9/2011,592355.24,non holiday,53.4,3.511,194.5092113,8.622, Wednesday 
store 7,9/9/2011,613135.23,holiday,45.61,3.566,194.6387853,8.622, Friday 
store 7,9/16/2011,558981.45,non holiday,43.67,3.596,194.7419707,8.622, Friday 
store 7,9/23/2011,536144.81,non holiday,43.67,3.581,194.8099713,8.622, Friday 
store 7,9/30/2011,488880.26,non holiday,47.34,3.538,194.8779718,8.622, Friday 
store 7,7/10/2011,525866.36,non holiday,40.65,3.498,194.9459724,8.513, Sunday 
store 7,10/14/2011,501959.19,non holiday,32.65,3.491,195.0261012,8.513, Friday 
store 7,10/21/2011,558691.43,non holiday,37.49,3.548,195.1789994,8.513, Friday 
store 7,10/28/2011,527339.52,non holiday,28.82,3.55,195.3318977,8.513, Friday 
store 7,4/11/2011,564536.01,non holiday,23.41,3.527,195.4847959,8.513, Monday 
store 7,11/11/2011,556015.59,non holiday,19.53,3.505,195.6376941,8.513, Friday 
store 7,11/18/2011,539826.56,non holiday,29.53,3.479,195.7184713,8.513, Friday 
store 7,11/25/2011,949075.87,holiday,27.6,3.424,195.7704,8.513, Friday 
store 7,2/12/2011,591907.88,non holiday,20.38,3.378,195.8223287,8.513, Saturday 
store 7,9/12/2011,653845.45,non holiday,11.17,3.331,195.8742575,8.513, Monday 
store 7,12/16/2011,720242.19,non holiday,15.2,3.266,195.9841685,8.513, Friday 
store 7,12/23/2011,1059715.27,non holiday,,3.173,196.1713893,8.513, Friday 
store 7,12/30/2011,815915.52,holiday,,3.119,196.3586101,8.513, Friday 
store 7,6/1/2012,713117.66,non holiday,18.67,3.095,196.5458309,8.256, Friday 
store 7,1/13/2012,593875.46,non holiday,7.46,3.077,196.7330517,8.256, Friday 
store 7,1/20/2012,578002.85,non holiday,27.41,3.055,196.7796652,8.256, Friday 
store 7,1/27/2012,541037.98,non holiday,,,196.8262786,8.256, Friday 
store 7,3/2/2012,580453.32,non holiday,22.2,3.031,196.8728921,8.256, Friday 
store 7,10/2/2012,563460.77,holiday,18.79,3.103,196.9195056,8.256, Tuesday 
store 7,2/17/2012,620908.18,non holiday,,3.113,196.9432711,8.256, Friday 
store 7,2/24/2012,603041.14,non holiday,24.41,3.129,196.9499007,8.256, Friday 
store 7,2/3/2012,551058.13,non holiday,,3.191,196.9565303,8.256, Friday 
store 7,9/3/2012,579166.5,non holiday,,3.286,196.9631599,8.256, Monday 
store 7,3/16/2012,669205.73,non holiday,37.29,3.486,197.0457208,8.256, Friday 
store 7,3/23/2012,615997.29,non holiday,35.06,3.664,197.2295234,8.256, Friday 
store 7,3/30/2012,583322.2,non holiday,44.99,3.75,197.4133259,8.256, Friday 
store 7,6/4/2012,621425.98,non holiday,44.29,,197.5971285,8.09, Monday 
store 7,4/13/2012,517420.23,non holiday,41.43,3.901,197.780931,8.09, Friday 
store 7,4/20/2012,457340.06,non holiday,39.3,3.936,197.7227385,8.09, Friday 
store 7,4/27/2012,467827.75,non holiday,,3.927,197.664546,8.09, Friday 
store 7,4/5/2012,465198.89,non holiday,,3.903,197.6063534,8.09, Thursday 
store 7,11/5/2012,460397.41,non holiday,48.54,3.87,197.5481609,8.09, Monday 
store 7,5/18/2012,468428.3,non holiday,,3.837,197.5553137,8.09, Friday 
store 7,5/25/2012,532739.77,non holiday,50.6,3.804,197.5886046,8.09, Friday 
store 7,1/6/2012,598495.02,non holiday,55.06,3.764,197.6218954,8.09, Friday 
store 7,8/6/2012,642963.75,non holiday,63.07,3.741,197.6551863,8.09, Monday 
store 7,6/15/2012,666942.02,non holiday,59.33,3.723,197.692292,8.09, Friday 
store 7,6/22/2012,687344.68,non holiday,63.69,3.735,197.7389345,8.09, Friday 
store 7,6/29/2012,704335.41,non holiday,68.84,3.693,197.785577,8.09, Friday 
store 7,6/7/2012,805642.61,non holiday,,3.646,197.8322195,7.872, Thursday 
store 7,7/13/2012,694150.89,non holiday,64.21,3.613,197.8788621,7.872, Friday 
store 7,7/20/2012,686345.69,non holiday,62.87,3.585,197.9290378,7.872, Friday 
store 7,7/27/2012,686365.4,non holiday,64.6,3.57,197.9792136,7.872, Friday 
store 7,3/8/2012,680954.81,non holiday,61.83,3.528,198.0293893,7.872, Thursday 
store 7,10/8/2012,675926.3,non holiday,63.41,3.509,198.0795651,7.872, Monday 
store 7,8/17/2012,642450.4,non holiday,59.66,3.545,198.1001057,7.872, Friday 
store 7,8/24/2012,609099.37,non holiday,,3.558,198.0984199,7.872, Friday 
store 7,8/31/2012,586467.16,non holiday,60.46,3.556,198.0967341,7.872, Friday 
store 7,7/9/2012,597876.55,holiday,57.84,3.596,198.0950484,7.872, Monday 
store 7,9/14/2012,541120.2,non holiday,53.66,3.659,198.1267184,7.872, Friday 
store 7,9/21/2012,530842.25,non holiday,51.77,3.765,198.358523,7.872, Friday 
store 7,9/28/2012,525545.76,non holiday,50.64,3.789,198.5903276,7.872, Friday 
store 7,5/10/2012,505830.56,non holiday,48.43,,198.8221322,7.557, Thursday 
store 7,12/10/2012,503463.93,non holiday,,3.76,199.0539368,7.557, Monday 
store 7,10/19/2012,516424.83,non holiday,43.01,3.75,199.1481963,7.557, Friday 
store 7,10/26/2012,495543.28,non holiday,42.53,3.686,199.2195317,7.557, Friday 
store 8,5/2/2010,1004137.09,non holiday,34.14,2.572,214.4714512,6.299, Sunday 
store 8,12/2/2010,994801.4,holiday,33.34,2.548,214.6214189,6.299, Thursday 
store 8,2/19/2010,963960.37,non holiday,39.1,2.514,214.6664878,6.299, Friday 
store 8,2/26/2010,847592.11,non holiday,37.91,,214.6940735,6.299, Friday 
store 8,5/3/2010,881503.95,non holiday,45.64,2.625,214.7216592,6.299, Monday 
store 8,12/3/2010,860336.16,non holiday,49.76,2.667,214.7492449,6.299, Friday 
store 8,3/19/2010,839911,non holiday,47.26,2.72,214.5764954,6.299, Friday 
store 8,3/26/2010,772539.12,non holiday,46.51,2.732,214.3703567,6.299, Friday 
store 8,2/4/2010,914500.91,non holiday,60.18,2.719,214.164218,6.29, Thursday 
store 8,9/4/2010,916033.92,non holiday,59.25,2.77,213.9580793,6.29, Saturday 
store 8,4/16/2010,882917.12,non holiday,62.66,,213.8186357,6.29, Friday 
store 8,4/23/2010,850440.26,non holiday,,2.795,213.768119,6.29, Friday 
store 8,4/30/2010,778672.64,non holiday,61.01,2.78,213.7176024,6.29, Friday 
store 8,7/5/2010,916820.96,non holiday,62.68,2.835,213.6670857,6.29, Monday 
store 8,5/14/2010,873337.84,non holiday,61.35,2.854,213.6655355,6.29, Friday 
store 8,5/21/2010,818333.21,non holiday,66.03,2.826,213.9577839,6.29,
store 8,5/28/2010,868041.56,non holiday,74.71,2.759,214.2500323,6.29, Friday 
store 8,4/6/2010,958225.41,non holiday,75.71,2.705,214.5422806,6.29, Tuesday 
store 8,11/6/2010,914835.86,non holiday,82.21,2.668,214.834529,6.29, Saturday 
store 8,6/18/2010,869922.56,non holiday,78.79,2.637,214.8324452,6.29, Friday 
store 8,6/25/2010,814919.11,non holiday,,2.653,214.7126286,6.29, Friday 
store 8,2/7/2010,852333.75,non holiday,74.78,2.669,214.5928119,6.315, Sunday 
store 8,9/7/2010,845289.77,non holiday,72.49,2.642,214.4729952,6.315, Tuesday 
store 8,7/16/2010,848630.57,non holiday,77.49,2.623,214.4640599,6.315, Friday 
store 8,7/23/2010,785515.88,non holiday,78.29,2.608,214.6029664,6.315, Friday 
store 8,7/30/2010,787295.09,non holiday,,2.64,214.7418728,6.315, Friday 
store 8,6/8/2010,893399.77,non holiday,,2.627,214.8807793,6.315, Tuesday 
store 8,8/13/2010,867919.21,non holiday,80.11,2.692,215.0196857,6.315, Friday 
store 8,8/20/2010,870676.44,non holiday,79.36,2.664,214.9779825,6.315, Friday 
store 8,8/27/2010,888816.78,non holiday,74.92,2.619,214.9362793,6.315, Friday 
store 8,3/9/2010,899036.47,non holiday,76.14,2.577,214.894576,6.315, Tuesday 
store 8,10/9/2010,831425.2,holiday,74.34,2.565,214.8528728,6.315, Saturday 
store 8,9/17/2010,836707.85,non holiday,75.32,2.582,214.8785562,6.315, Friday 
store 8,9/24/2010,773725.08,non holiday,72.21,2.624,214.9547795,6.315, Friday 
store 8,1/10/2010,804105.49,non holiday,68.7,2.603,215.0310029,6.433, Sunday 
store 8,8/10/2010,870349.86,non holiday,62.94,2.633,215.1072262,6.433, Tuesday 
store 8,10/15/2010,826546.96,non holiday,62.59,2.72,215.1757,6.433, Friday 
store 8,10/22/2010,836419.14,non holiday,62.86,2.725,215.2248,6.433, Friday 
store 8,10/29/2010,830756.76,non holiday,57.93,2.716,215.2739,6.433, Friday 
store 8,5/11/2010,927266.34,non holiday,55.76,2.689,215.323,6.433, Tuesday 
store 8,12/11/2010,911538.98,non holiday,54.89,2.728,215.3721,6.433, Saturday 
store 8,11/19/2010,885608.04,non holiday,43.86,2.771,215.2538714,6.433, Friday 
store 8,11/26/2010,1261693.16,holiday,,2.735,215.1077548,6.433, Friday 
store 8,3/12/2010,952766.93,non holiday,42.85,2.708,214.9616381,6.433, Friday 
store 8,10/12/2010,1069061.63,non holiday,42.47,2.843,214.8155214,6.433, Tuesday 
store 8,12/17/2010,1220579.55,non holiday,45.03,2.869,214.7510843,6.433, Friday 
store 8,12/24/2010,1511641.09,non holiday,,2.886,214.7479069,6.433, Friday 
store 8,12/31/2010,773586.49,holiday,41.47,2.943,214.7447295,6.433, Friday 
store 8,7/1/2011,873065.23,non holiday,35.77,2.976,214.7415521,6.262, Friday 
store 8,1/14/2011,809646.66,non holiday,31.62,2.983,214.7930991,6.262, Friday 
store 8,1/21/2011,822668.23,non holiday,42.06,3.016,215.1729926,6.262, Friday 
store 8,1/28/2011,782256.66,non holiday,39.26,3.01,215.5528862,6.262, Friday 
store 8,4/2/2011,944594.78,non holiday,24.48,2.989,215.9327797,6.262, Saturday 
store 8,11/2/2011,996147.39,holiday,28.26,3.022,216.3126733,6.262, Wednesday 
store 8,2/18/2011,1065108.64,non holiday,50.64,3.045,216.6310383,6.262, Friday 
store 8,2/25/2011,917317.15,non holiday,,3.065,216.9247918,6.262, Friday 
store 8,4/3/2011,935266.43,non holiday,,3.288,217.2185454,6.262, Sunday 
store 8,11/3/2011,900387.29,non holiday,,3.459,217.512299,6.262, Thursday 
store 8,3/18/2011,898289.14,non holiday,56.68,3.488,217.7705442,6.262, Friday 
store 8,3/25/2011,827968.36,non holiday,59.74,3.473,218.0145862,6.262, Friday 
store 8,1/4/2011,878762.3,non holiday,49.86,3.524,218.2586281,6.297, Tuesday 
store 8,8/4/2011,949825.83,non holiday,65.62,3.622,218.50267,6.297, Thursday 
store 8,4/15/2011,908278.74,non holiday,,3.743,218.7262524,6.297, Friday 
store 8,4/22/2011,937473.13,non holiday,65.11,3.807,218.8986857,6.297, Friday 
store 8,4/29/2011,855014.77,non holiday,,3.81,219.071119,6.297, Friday 
store 8,6/5/2011,941457.34,non holiday,58.92,3.906,219.2435524,6.297, Sunday 
store 8,5/13/2011,895763.41,non holiday,72.96,3.899,219.4159857,6.297, Friday 
store 8,5/20/2011,836049.89,non holiday,,3.907,219.1746922,6.297, Friday 
store 8,5/27/2011,857939.41,non holiday,,3.786,218.9333986,6.297, Friday 
store 8,3/6/2011,929222.16,non holiday,,3.699,218.6921051,6.297, Sunday 
store 8,10/6/2011,897309.41,non holiday,82.21,3.648,218.4508115,6.297, Thursday 
store 8,6/17/2011,922048.41,non holiday,84.73,3.637,218.4021448,6.297, Friday 
store 8,6/24/2011,864881.24,non holiday,83.94,3.594,218.4979481,6.297, Friday 
store 8,1/7/2011,883683.35,non holiday,87.26,3.524,218.5937514,6.425, Friday 
store 8,8/7/2011,861965.12,non holiday,,3.48,218.6895548,6.425, Sunday 
store 8,7/15/2011,849925.37,non holiday,84.26,3.575,218.7746217,6.425, Friday 
store 8,7/22/2011,829902.42,non holiday,85.46,3.651,218.8328475,6.425, Friday 
store 8,7/29/2011,807082.19,non holiday,86.46,3.682,218.8910733,6.425, Friday 
store 8,5/8/2011,892393.77,non holiday,85.15,,218.9492991,6.425, Sunday 
store 8,12/8/2011,856796.1,non holiday,,3.638,219.0075249,6.425, Thursday 
store 8,8/19/2011,895066.5,non holiday,82.92,3.554,219.0701968,6.425, Friday 
store 8,8/26/2011,912542.82,non holiday,84.69,3.523,219.1336097,6.425, Friday 
store 8,2/9/2011,891387.14,non holiday,84.77,3.533,219.1970226,6.425, Wednesday 
store 8,9/9/2011,848358.09,holiday,69.01,3.546,219.2604355,6.425, Friday 
store 8,9/16/2011,870971.82,non holiday,69.09,3.526,219.4442443,6.425, Friday 
store 8,9/23/2011,806444.29,non holiday,68.72,3.467,219.788581,6.425, Friday 
store 8,9/30/2011,809049.37,non holiday,,3.355,220.1329176,6.425, Friday 
store 8,7/10/2011,929976.55,non holiday,67.61,3.285,220.4772543,6.123, Sunday 
store 8,10/14/2011,863188.26,non holiday,61.74,3.274,220.7960935,6.123, Friday 
store 8,10/21/2011,905984.49,non holiday,59.97,3.353,220.9619484,6.123, Friday 
store 8,10/28/2011,876712.31,non holiday,56.86,3.372,221.1278032,6.123, Friday 
store 8,4/11/2011,947815.05,non holiday,49.68,3.332,221.2936581,6.123, Monday 
store 8,11/11/2011,917088.48,non holiday,50.56,3.297,221.4595129,6.123, Friday 
store 8,11/18/2011,897032.19,non holiday,51.72,3.308,221.6911738,6.123, Friday 
store 8,11/25/2011,1235163.86,holiday,49.61,3.236,221.9491571,6.123, Friday 
